disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,Trump 2024,D Governor,R Governor,Dem-led,GOP-led,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
5561,2025-03-14T00:00:00.000Z,LOGAN FIRE,2025-03-14T00:00:00.000Z,2025-03-30T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-10T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5561,,,,fa127f8a-da79-44e4-8e7d-54ad276f69e5,c3f2ee6ee092bdbc59fedbccac81be7a9b859d15,2025-06-10T17:01:31.317Z
5560,2025-03-14T00:00:00.000Z,LITTLE SALT CREEK FIRE,2025-03-14T00:00:00.000Z,2025-03-26T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-10T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5560,,,,544602fe-5003-4f13-82e8-0b4b5269b30a,31673c28b15c9b7c5a0771b0b24855af651ed14f,2025-06-10T17:01:31.317Z
5559,2025-03-14T00:00:00.000Z,CHANDLER FIRE,2025-03-14T00:00:00.000Z,2025-03-19T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-10T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5559,,,,86d0fdfd-6537-4bf8-bef3-f5544ae630c8,2b14d77b0cab5fc2f9af2df7c8ca629f66a5149e,2025-06-10T17:01:31.317Z
5558,2025-03-14T00:00:00.000Z,STILLWATER FIRE,2025-03-14T00:00:00.000Z,2025-03-26T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-10T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5558,,,,75170721-e976-43eb-bfc4-0e29e46cacd0,5c006e66964216920fd7ea258936d05eca27f3ed,2025-06-10T17:01:31.317Z
5569,2025-03-15T00:00:00.000Z,NORGE FIRE,2025-03-14T00:00:00.000Z,2025-03-17T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-10T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5569,,,,9f774885-dbe5-4ea2-af85-df975d7ca575,35b4b3a90018aabaefd437cb897ef987299e7b6e,2025-06-10T17:21:30.160Z
5566,2025-03-15T00:00:00.000Z,UNDERWOOD FIRE,2025-03-14T00:00:00.000Z,2025-03-26T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-10T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5566,,,,dfe43876-02e2-4dcf-91ee-ca00637b1ed0,e5224ad71a116313e076bc5ca1790f7300f7d7f3,2025-06-10T17:21:30.160Z
5563,2025-03-15T00:00:00.000Z,EAST THUNDERBIRD FIRE,2025-03-14T00:00:00.000Z,2025-03-27T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-06-18T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5563,,,,ebd5a185-36ad-44d3-87ea-fb6844475c81,74d59da3f08dbb77d22bafc5b7db86b8566a9b0e,2025-06-18T14:22:08.266Z
5610,2025-08-23T00:00:00.000Z, FLAT FIRE ,2025-08-22T00:00:00.000Z,2025-09-05T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,,1,,1,,2025-08-25T00:00:00.000Z,2025-10-27T00:00:00.000Z,,10,0,0,1,0,R,2025-08-22T00:00:00.000Z,https://www.fema.gov/disaster/5610,,,,fbc0328b-1526-4489-8e52-7f15a6c79ade,ac1250c728ff9a964b9b0f60fe6034fa5f127ee7,2025-10-27T15:01:24.676Z
5599,2025-07-13T00:00:00.000Z,HIGHLAND FIRE,2025-07-12T00:00:00.000Z,2025-07-20T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,,1,,1,,2025-07-15T00:00:00.000Z,2025-10-27T00:00:00.000Z,,10,0,0,1,1,R,2025-07-12T00:00:00.000Z,https://www.fema.gov/disaster/5599,,,,a863ac7f-ac42-40c9-8917-250ab930e1b6,d14b88a03dc87eec996b37d568f37ff6d8dc8a7c,2025-10-27T15:01:24.676Z
5590,2025-06-18T00:00:00.000Z,UPPER APPLEGATE ROAD FIRE ,2025-06-18T00:00:00.000Z,2025-06-21T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,,1,,1,,2025-06-20T00:00:00.000Z,2025-10-27T00:00:00.000Z,,10,0,0,1,1,R,2025-06-18T00:00:00.000Z,https://www.fema.gov/disaster/5590,,,,b0b61b18-4296-43c5-9a16-dc7f8c372252,5db20d262b3334e1773a96f160749e8d18a02045,2025-10-27T15:01:24.676Z
5589,2025-06-17T00:00:00.000Z,ALDER SPRINGS FIRE,2025-06-16T00:00:00.000Z,2025-06-22T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,,1,,1,,2025-06-17T00:00:00.000Z,2025-10-27T00:00:00.000Z,,10,0,0,1,1,R,2025-06-16T00:00:00.000Z,https://www.fema.gov/disaster/5589,,,,86a39526-6dd9-4cb8-9fbd-fe0c51600682,c12071c5c91c3116ed6e01765b0ebf7082a653a9,2025-10-27T15:01:24.676Z
5587,2025-06-11T00:00:00.000Z,ROWENA FIRE ,2025-06-11T00:00:00.000Z,2025-06-19T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,,1,,1,,2025-06-12T00:00:00.000Z,2025-10-27T00:00:00.000Z,,10,0,0,1,1,R,2025-06-11T00:00:00.000Z,https://www.fema.gov/disaster/5587,,,,2cd41822-1576-4474-ad0b-b85671cb68d5,8fb0f2d4e82d6dc96550f1ae30b0bd20c995c01b,2025-10-27T15:01:24.676Z
5576,2025-03-23T00:00:00.000Z,TABLE ROCK FIRE COMPLEX,2025-03-23T00:00:00.000Z,,Fire Management,SC,South Carolina                ,Fire,1,,1,,1,2025-03-27T00:00:00.000Z,2025-07-10T00:00:00.000Z,,4,0,0,1,1,R,2025-03-23T00:00:00.000Z,https://www.fema.gov/disaster/5576,,,,900b43c7-4be5-40bc-855f-46310d89ce48,ed70acae4911b83d48a66c1b098d3b8e5f0390b1,2025-07-10T19:22:12.377Z
5575,2025-03-23T00:00:00.000Z,TABLE ROCK FIRE ,2025-03-21T00:00:00.000Z,,Fire Management,SC,South Carolina                ,Fire,1,,1,,1,2025-03-27T00:00:00.000Z,2025-06-03T00:00:00.000Z,2025-06-03T00:00:00.000Z,4,0,0,1,1,R,2025-03-23T00:00:00.000Z,https://www.fema.gov/disaster/5575,,,,07ce8d46-2f4f-4f51-8539-6033ab062e56,e575fd3b0495e2346865c0f76ce7d0f1d4b19cbc,2025-06-03T14:41:24.606Z
5554,2025-03-07T00:00:00.000Z,COVINGTON DRIVE FIRE,2025-03-01T00:00:00.000Z,,Fire Management,SC,South Carolina                ,Fire,1,,1,,1,2025-03-10T00:00:00.000Z,2025-03-10T00:00:00.000Z,,4,0,0,1,1,R,2025-03-07T00:00:00.000Z,https://www.fema.gov/disaster/5554,,,,1563fa43-ddd2-4582-be3e-94f79f6d6ff3,b1fc5f2ab0c8b8196b5f4b14b5227e4a1e6108bc,2025-03-11T19:21:45.366Z
5622,2026-03-13T00:00:00.000Z,QURY FIRE,2026-03-12T00:00:00.000Z,,Fire Management,SD,South Dakota                  ,Fire,1,,1,,1,2026-03-17T00:00:00.000Z,2026-03-17T00:00:00.000Z,,8,0,0,1,0,R,2026-03-13T00:00:00.000Z,https://www.fema.gov/disaster/5622,,,,69a2252d-43e3-482b-b067-17146745f946,4f4f4b03b36935efd1110f91450a6ccd56b74150,2026-03-17T16:21:14.025Z
5625,2026-03-15T00:00:00.000Z,CORNER POCKET FIRE,2026-03-15T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2026-03-17T00:00:00.000Z,2026-03-17T00:00:00.000Z,,6,0,0,1,0,R,2026-03-15T00:00:00.000Z,https://www.fema.gov/disaster/5625,,,,af33a1be-e282-4ca8-8e13-519f1bd4568e,d8abd42ae320edc460d3a1566341e1a6a125c228,2026-03-17T16:41:14.891Z
5619,2026-02-18T00:00:00.000Z,8 BALL FIRE,2026-02-17T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2026-02-19T00:00:00.000Z,2026-02-19T00:00:00.000Z,,6,0,0,1,0,R,2026-02-17T00:00:00.000Z,https://www.fema.gov/disaster/5619,,,,bf59e388-b1ca-44eb-badf-78e5198715ca,adb65c4d9425401ee25bb57781333862b8cb2e0a,2026-02-19T19:41:24.662Z
5573,2025-03-20T00:00:00.000Z,PAULINE ROAD FIRE,2025-03-19T00:00:00.000Z,2025-03-26T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2025-03-21T00:00:00.000Z,2025-05-29T00:00:00.000Z,,6,0,0,1,1,R,2025-03-19T00:00:00.000Z,https://www.fema.gov/disaster/5573,,,,9b4d8e7d-2af6-4636-b2bb-08090b530544,7e0b8705253fce5c7950cd387cac213480a53ca1,2025-05-29T19:01:24.052Z
5571,2025-03-18T00:00:00.000Z,DOUBLE S FIRE,2025-03-18T00:00:00.000Z,2025-03-21T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2025-03-19T00:00:00.000Z,2025-04-03T00:00:00.000Z,,6,0,0,1,1,R,2025-03-18T00:00:00.000Z,https://www.fema.gov/disaster/5571,,,,7440ed13-ef9d-4d40-a3e9-f04bfe176fe5,0e6be74e4817701962cc00f13e8744b8ed580d6b,2025-04-03T11:41:47.959Z
5570,2025-03-15T00:00:00.000Z,CRABAPPLE FIRE,2025-03-15T00:00:00.000Z,2025-03-21T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-04-03T00:00:00.000Z,,6,0,0,1,1,R,2025-03-15T00:00:00.000Z,https://www.fema.gov/disaster/5570,,,,dbe06592-44b1-4e2c-b444-3206f3ae07b4,dac48a1b5ebc78f487d8dab3f057fd02e2f75282,2025-04-03T11:41:47.959Z
5555,2025-03-14T00:00:00.000Z,REST AREA FIRE,2025-03-14T00:00:00.000Z,2025-03-16T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2025-03-17T00:00:00.000Z,2025-05-29T00:00:00.000Z,,6,0,0,1,1,R,2025-03-14T00:00:00.000Z,https://www.fema.gov/disaster/5555,,,,1bac86a0-5533-4aa8-bdb6-b6b48532ea45,53b6575df5aa2a6e37cae88e9ece6ccf52e063d2,2025-05-29T19:01:24.052Z
5552,2025-03-04T00:00:00.000Z,WELDER FIRE,2025-03-04T00:00:00.000Z,2025-03-09T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2025-03-05T00:00:00.000Z,2025-04-09T00:00:00.000Z,,6,0,0,1,1,R,2025-03-04T00:00:00.000Z,https://www.fema.gov/disaster/5552,,,,a6976bc4-b55a-44b0-b4d7-97d1933fb9f8,f5b56c6086508e6ae619b79f40eb67d97c5ffd75,2025-04-09T11:21:36.047Z
5553,2025-03-05T00:00:00.000Z,DUKE FIRE,2025-03-04T00:00:00.000Z,2025-03-05T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,1,,1,,1,2025-03-05T00:00:00.000Z,2025-05-29T00:00:00.000Z,,6,0,0,1,1,R,2025-03-04T00:00:00.000Z,https://www.fema.gov/disaster/5553,,,,86aa4d06-9f7e-429f-b30d-c599cd9a5d74,de1779848b61d1e6617afdd1237ecc2f78e64e49,2025-05-29T16:41:24.466Z
5600,2025-07-16T00:00:00.000Z,MONROE CANYON FIRE,2025-07-13T00:00:00.000Z,2025-08-23T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,1,,1,,1,2025-07-17T00:00:00.000Z,2026-01-15T00:00:00.000Z,,8,0,0,1,0,R,2025-07-14T00:00:00.000Z,https://www.fema.gov/disaster/5600,,,,f5cac9c0-adbb-4148-be89-da232af3adac,cc084598ed44622010b6e92a9cc69d629184ada5,2026-01-15T19:01:23.626Z
5598,2025-07-12T00:00:00.000Z,DEER CREEK FIRE,2025-07-10T00:00:00.000Z,2025-08-11T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,1,,1,,1,2025-07-17T00:00:00.000Z,2025-11-17T00:00:00.000Z,,8,0,0,1,0,R,2025-07-12T00:00:00.000Z,https://www.fema.gov/disaster/5598,,,,ecc3773d-41d1-4a0a-9f3a-dde6a1e9b223,639accd0b9e69e63ed95082e9016a40d32ca73a1,2025-11-17T13:01:23.049Z
5591,2025-06-20T00:00:00.000Z,FORSYTH FIRE,2025-06-19T00:00:00.000Z,2025-07-18T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,1,,1,,1,2025-06-23T00:00:00.000Z,2026-01-15T00:00:00.000Z,,8,0,0,1,1,R,2025-06-19T00:00:00.000Z,https://www.fema.gov/disaster/5591,,,,770776fe-1086-4f88-8600-2343104ad7a5,328a6c011e0c78b9b2b8669dd0b32ed4da4a0a8a,2026-01-15T19:01:23.626Z
5614,2025-09-26T00:00:00.000Z,LOWER SUGARLOAF FIRE,2025-09-25T00:00:00.000Z,2025-10-10T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,,1,,1,,2025-09-26T00:00:00.000Z,2025-12-17T00:00:00.000Z,,10,0,0,1,0,R,2025-09-26T00:00:00.000Z,https://www.fema.gov/disaster/5614,,,,bc028afd-858f-4ecd-8b14-564345e9d6f3,cd969bae72ddbb8f793ad0d07c6b42a48fd01d45,2025-12-17T17:41:14.525Z
5601,2025-07-19T00:00:00.000Z,BURDOIN FIRE,2025-07-18T00:00:00.000Z,2025-08-03T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,,1,,1,,2025-07-21T00:00:00.000Z,2025-12-17T00:00:00.000Z,,10,0,0,1,0,R,2025-07-19T00:00:00.000Z,https://www.fema.gov/disaster/5601,,,,2a00c798-9ad7-4dd3-be83-b1ca64d487c4,295dce159a583d8b3758c9d4f196cfd8a2937322,2025-12-17T17:41:14.525Z
5608,2025-08-15T00:00:00.000Z,RED CANYON FIRE,2025-08-15T00:00:00.000Z,,Fire Management,WY,Wyoming                       ,Fire,1,,1,,1,2025-08-20T00:00:00.000Z,2025-08-20T00:00:00.000Z,,8,0,0,1,0,R,2025-08-15T00:00:00.000Z,https://www.fema.gov/disaster/5608,,,,fdb14ecc-aa48-4a6c-b5e3-0a4ad15bd838,893763843ecd3561770ac2d1a8568966eace8411,2025-08-20T13:42:11.130Z
3636,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,AR,Arkansas                      ,Winter Storm,1,,1,,1,2026-01-24T00:00:00.000Z,2026-02-20T00:00:00.000Z,,6,0,0,1,0,5,2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3636,https://gis.fema.gov/maps/em_3636.zip,https://gis.fema.gov/maps/em_3636.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3636%27,0701a462-03f2-45d7-9c6f-c4c0e2690e36,31eb3bd5cdf215499ec1f8c77b4aaaa632ea01b8,2026-02-20T16:41:20.224Z
3627,2025-04-05T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2025-04-02T00:00:00.000Z,2025-04-22T00:00:00.000Z,Emergency,AR,Arkansas                      ,Severe Storm,1,,1,,1,2025-04-05T00:00:00.000Z,2025-06-20T00:00:00.000Z,,6,0,0,1,0,"W,F,T",2025-04-04T00:00:00.000Z,https://www.fema.gov/disaster/3627,https://gis.fema.gov/maps/em_3627.zip,https://gis.fema.gov/maps/em_3627.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3627%27,9f9aa3c7-7d4d-4856-a7d9-7f127edd2d58,20229c03b6b154c829473b0e925c09cf31a06a14,2025-06-20T17:41:56.590Z
3643,2026-02-20T00:00:00.000Z,SEWER LINE COLLAPSE ,2026-01-19T00:00:00.000Z,2026-03-14T00:00:00.000Z,Emergency,DC,District of Columbia          ,Other,,1,,1,,2026-02-21T00:00:00.000Z,2026-03-19T00:00:00.000Z,,3,0,0,1,0,Z,2026-02-18T00:00:00.000Z,https://www.fema.gov/disaster/3643,https://gis.fema.gov/maps/em_3643.zip,https://gis.fema.gov/maps/em_3643.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3643%27,67627afb-7bff-4fff-8d8e-8cb7e6773f34,1abb300b0f2f51322e330de960b416f6e7d63db9,2026-03-19T20:21:19.669Z
3642,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-22T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,GA,Georgia                       ,Winter Storm,1,,1,,,2026-01-25T00:00:00.000Z,2026-02-20T00:00:00.000Z,,4,0,0,1,0,W,2026-01-24T00:00:00.000Z,https://www.fema.gov/disaster/3642,https://gis.fema.gov/maps/em_3642.zip,https://gis.fema.gov/maps/em_3642.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3642%27,589b2d90-6218-4814-bdc5-ffceb84c4122,75e163240395681da66604a0cb5ec9f43424f847,2026-02-20T16:41:20.224Z
3641,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,IN,Indiana                       ,Winter Storm,1,,1,,1,2026-01-24T00:00:00.000Z,2026-03-09T00:00:00.000Z,,5,0,0,1,0,S,2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3641,https://gis.fema.gov/maps/em_3641.zip,https://gis.fema.gov/maps/em_3641.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3641%27,b13cd837-a888-46bc-9cd6-ab63a253fd68,0500dc1fe37f9f356fee126f7da0199a4228e38a,2026-03-09T21:01:27.221Z
3633,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,KY,Kentucky                      ,Winter Storm,1,1,,,,2026-01-24T00:00:00.000Z,2026-02-20T00:00:00.000Z,,4,0,0,1,0,"5,W",2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3633,https://gis.fema.gov/maps/em_3633.zip,https://gis.fema.gov/maps/em_3633.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3633%27,d11174fd-fc28-4b1c-8b8e-7626f6dd0656,8f6bb3b1cff7f6a970858b7df00e59919c8a5a92,2026-02-20T17:01:18.162Z
3626,2025-04-03T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-04-02T00:00:00.000Z,2025-05-16T00:00:00.000Z,Emergency,KY,Kentucky                      ,Severe Storm,1,1,,,,2025-04-04T00:00:00.000Z,2025-06-20T00:00:00.000Z,,4,0,0,1,0,"2,W,F,T",2025-04-03T00:00:00.000Z,https://www.fema.gov/disaster/3626,https://gis.fema.gov/maps/em_3626.zip,https://gis.fema.gov/maps/em_3626.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3626%27,7c48e6ab-1696-43de-9560-a95475d2d054,1ec535737fa71a69ffb6cfbc1f56423eacfc3416,2025-06-20T17:41:56.590Z
3624,2025-02-16T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,Emergency,KY,Kentucky                      ,Severe Storm,1,1,,,,2025-02-16T00:00:00.000Z,2025-12-16T00:00:00.000Z,2025-08-18T00:00:00.000Z,4,0,0,1,0,"2,M,W,F",2025-02-15T00:00:00.000Z,https://www.fema.gov/disaster/3624,https://gis.fema.gov/maps/em_3624.zip,https://gis.fema.gov/maps/em_3624.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3624%27,772b746d-8dfb-4f88-bea8-0d57e952d186,48a12790468b556dccef6c87a526cae3cba00661,2025-12-16T19:21:17.402Z
3638,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,LA,Louisiana                     ,Winter Storm,1,,1,,1,2026-01-25T00:00:00.000Z,2026-02-20T00:00:00.000Z,,6,0,0,1,0,5,2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3638,https://gis.fema.gov/maps/em_3638.zip,https://gis.fema.gov/maps/em_3638.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3638%27,9dc59c94-9ac6-4cd0-935e-9673066346d4,1a29b9c695c352dad2b14a38d14b008a646e6b31,2026-02-20T16:21:16.905Z
3634,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,MD,Maryland                      ,Winter Storm,,1,,1,,2026-01-25T00:00:00.000Z,2026-03-09T00:00:00.000Z,,3,0,0,1,0,5,2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3634,https://gis.fema.gov/maps/em_3634.zip,https://gis.fema.gov/maps/em_3634.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3634%27,53cad085-8b8c-41e3-bb24-6d5ad70b8d6f,c93f55ed34562dd37a7faccb0632ab6c2af33979,2026-03-09T21:41:16.998Z
3640,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM ,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,MS,Mississippi                   ,Winter Storm,1,,1,,1,2026-01-25T00:00:00.000Z,2026-02-20T00:00:00.000Z,,4,0,0,1,0,"5,W",2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3640,https://gis.fema.gov/maps/em_3640.zip,https://gis.fema.gov/maps/em_3640.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3640%27,93549fd3-83d0-44fe-be7f-59477d06ec9d,9208bab926ce0294f0afed59f7c71828da1c79a6,2026-02-20T16:41:20.224Z
3630,2025-12-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,2025-12-10T00:00:00.000Z,,Emergency,MT,Montana                       ,Flood,1,,1,,1,2025-12-20T00:00:00.000Z,2025-12-20T00:00:00.000Z,,8,0,0,1,0,"2,W,F",2025-12-16T00:00:00.000Z,https://www.fema.gov/disaster/3630,https://gis.fema.gov/maps/em_3630.zip,https://gis.fema.gov/maps/em_3630.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3630%27,634ba683-a367-4e29-ada0-c9296f0a30da,f57acefba746ab37600bf2553db0e285e5da351d,2025-12-20T02:01:14.910Z
3628,2025-07-10T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2025-06-23T00:00:00.000Z,2025-08-05T00:00:00.000Z,Emergency,NM,New Mexico                    ,Flood,,1,,1,,2025-07-10T00:00:00.000Z,2025-08-18T00:00:00.000Z,,6,0,0,1,0,"M,F",2025-07-08T00:00:00.000Z,https://www.fema.gov/disaster/3628,https://gis.fema.gov/maps/em_3628.zip,https://gis.fema.gov/maps/em_3628.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3628%27,56af5cf2-50e3-4b59-a10a-b4aaca815cb4,93a8a8f47838915055e9c06934863dcacd0ea602,2025-08-18T21:02:17.439Z
3637,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-21T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,NC,North Carolina                ,Winter Storm,1,1,,,,2026-01-24T00:00:00.000Z,2026-02-20T00:00:00.000Z,,4,0,0,1,0,"5,W",2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3637,https://gis.fema.gov/maps/em_3637.zip,https://gis.fema.gov/maps/em_3637.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3637%27,cf4c2e53-1deb-4a9b-a33c-82af04cc02d0,d6c1ee8e5794f391c654d20f6a40ca6797c3fb2a,2026-02-20T17:21:20.884Z
