disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,Trump 2024,D Governor,R Governor,Dem-led,GOP-led,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
3632,2026-01-23T00:00:00.000Z,SEVERE WINTER STORM,2026-01-21T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,SC,South Carolina                ,Winter Storm,1,,1,,1,2026-01-24T00:00:00.000Z,2026-02-20T00:00:00.000Z,,4,0,0,1,0,"5,W",2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3632,https://gis.fema.gov/maps/em_3632.zip,https://gis.fema.gov/maps/em_3632.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3632%27,d412b6a6-181a-4c8f-b011-ec839963f76e,61079f1fede3a9b44e26caad47b2ffb9a8622be4,2026-02-20T16:21:16.905Z
3635,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-22T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,TN,Tennessee                     ,Winter Storm,1,,1,,1,2026-01-24T00:00:00.000Z,2026-02-20T00:00:00.000Z,,4,0,0,1,0,"5,W",2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3635,https://gis.fema.gov/maps/em_3635.zip,https://gis.fema.gov/maps/em_3635.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3635%27,50ce36d6-f5e7-4805-9399-1b403304fda9,8f666135f602a3d4819ab580f73f7e95745d362a,2026-02-20T17:01:18.162Z
3625,2025-04-02T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-04-02T00:00:00.000Z,2025-04-24T00:00:00.000Z,Emergency,TN,Tennessee                     ,Severe Storm,1,,1,,1,2025-04-03T00:00:00.000Z,2025-09-10T00:00:00.000Z,2025-09-09T00:00:00.000Z,4,0,0,1,0,"2,W,F,T",2025-04-02T00:00:00.000Z,https://www.fema.gov/disaster/3625,https://gis.fema.gov/maps/em_3625.zip,https://gis.fema.gov/maps/em_3625.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3625%27,872b936a-e7c8-41e0-9d5e-dae982d38b5e,cb1d5b213e236783bc3a582a36f32dc51847c11b,2025-09-10T13:01:09.329Z
3631,2026-01-23T00:00:00.000Z,SEVERE WINTER STORM,2026-01-22T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,VA,Virginia                      ,Winter Storm,,1,,1,,2026-01-24T00:00:00.000Z,2026-03-09T00:00:00.000Z,,3,0,0,1,0,"5,W",2026-01-22T00:00:00.000Z,https://www.fema.gov/disaster/3631,https://gis.fema.gov/maps/em_3631.zip,https://gis.fema.gov/maps/em_3631.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3631%27,37112ad9-107f-4e61-91a9-9fffbb05abb5,43a95ced11e9ccc9645bf685b6a970f5ddbe766c,2026-03-09T20:41:18.127Z
3629,2025-12-12T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2025-12-09T00:00:00.000Z,,Emergency,WA,Washington                    ,Flood,,1,,1,,2025-12-12T00:00:00.000Z,2025-12-12T00:00:00.000Z,,10,0,0,1,0,"2,M,W,F",2025-12-10T00:00:00.000Z,https://www.fema.gov/disaster/3629,https://gis.fema.gov/maps/em_3629.zip,https://gis.fema.gov/maps/em_3629.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3629%27,b72fb604-115d-4730-bf53-9bdf17bca2d5,e749129a6022c20f99380d8363d4247da8d7becc,2025-12-12T18:21:23.428Z
3639,2026-01-24T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Emergency,WV,West Virginia                 ,Winter Storm,1,,1,,1,2026-01-24T00:00:00.000Z,2026-03-09T00:00:00.000Z,,3,0,0,1,0,"5,W",2026-01-23T00:00:00.000Z,https://www.fema.gov/disaster/3639,https://gis.fema.gov/maps/em_3639.zip,https://gis.fema.gov/maps/em_3639.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3639%27,6419a7ca-b740-419d-80a1-27f44588db85,eda9693cfd8ac74d728a7f3a241efd2b47067739,2026-03-09T20:41:18.127Z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,108,50,91,36,82,,,,,,,,,,,,,,,,,
,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,
